Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Ticker
2020-01-09 00:00:00+05:30,681.1825878099411,686.2296706761513,677.9285350972243,685.34423828125,14982742,0.0,0.0,RELIANCE.NS
2020-01-10 00:00:00+05:30,687.0707822425982,689.7493037067908,681.6473614431677,685.189208984375,12478359,0.0,0.0,RELIANCE.NS
2020-01-13 00:00:00+05:30,684.0382482238692,690.0814725500263,681.0940966243554,683.4405517578125,18282382,0.0,0.0,RELIANCE.NS
2020-01-14 00:00:00+05:30,681.8024070928661,686.2296873904796,673.7669010366907,677.1094970703125,15816535,0.0,0.0,RELIANCE.NS
2020-01-15 00:00:00+05:30,679.9650541370071,681.758084199325,672.1730130275542,674.6522827148438,15817859,0.0,0.0,RELIANCE.NS
2020-01-16 00:00:00+05:30,676.9323864087229,683.2855115390548,676.489611108666,680.8726196289062,12847975,0.0,0.0,RELIANCE.NS
2020-01-17 00:00:00+05:30,687.7792346250037,701.7030431970135,687.6464197661257,699.9542846679688,29463471,0.0,0.0,RELIANCE.NS
2020-01-20 00:00:00+05:30,712.350635287694,712.350635287694,675.781216492105,678.4154663085938,32545850,0.0,0.0,RELIANCE.NS
2020-01-21 00:00:00+05:30,676.7552907099752,684.3923518018978,673.8332456645416,679.1017456054688,18922720,0.0,0.0,RELIANCE.NS
2020-01-22 00:00:00+05:30,683.5732904388065,684.7907894929659,677.8620743688431,678.8582153320312,10322817,0.0,0.0,RELIANCE.NS
2020-01-23 00:00:00+05:30,680.2528297840171,682.6657217396547,673.2577364889814,675.9805297851562,11247739,0.0,0.0,RELIANCE.NS
2020-01-24 00:00:00+05:30,676.0468659020853,680.1864098926534,672.3058255752292,673.634033203125,14628445,0.0,0.0,RELIANCE.NS
2020-01-27 00:00:00+05:30,670.6899311152772,674.9179595425918,666.306863354459,666.9931030273438,13387750,0.0,0.0,RELIANCE.NS
2020-01-28 00:00:00+05:30,667.9007175423245,668.520579353686,647.9779558110683,651.586181640625,24532236,0.0,0.0,RELIANCE.NS
2020-01-29 00:00:00+05:30,652.6043691725528,661.6139093466352,648.1770891932898,655.1722412109375,24746565,0.0,0.0,RELIANCE.NS
2020-01-30 00:00:00+05:30,654.7958853730594,655.1057866882405,637.5294820947671,639.189697265625,22402689,0.0,0.0,RELIANCE.NS
2020-01-31 00:00:00+05:30,643.284966837572,643.3956754422286,623.0080327553288,624.9781494140625,34750310,0.0,0.0,RELIANCE.NS
2020-02-03 00:00:00+05:30,606.494267525185,619.7982741184863,603.461572760682,613.4008178710938,30712290,0.0,0.0,RELIANCE.NS
2020-02-04 00:00:00+05:30,619.8203603898485,634.2090508105986,618.8463847385244,631.5084228515625,25383901,0.0,0.0,RELIANCE.NS
2020-02-05 00:00:00+05:30,635.2716065472481,643.1964635095585,633.2351118854584,641.292724609375,18472100,0.0,0.0,RELIANCE.NS
2020-02-06 00:00:00+05:30,643.7719843022628,649.4831412793641,637.5737804161305,645.4100341796875,15538577,0.0,0.0,RELIANCE.NS
2020-02-07 00:00:00+05:30,642.3995336794917,642.997230107136,632.3495803369766,634.7182006835938,12209212,0.0,0.0,RELIANCE.NS
2020-02-10 00:00:00+05:30,632.2167815265153,639.9645517033533,624.446905092793,635.58154296875,15142476,0.0,0.0,RELIANCE.NS
2020-02-11 00:00:00+05:30,640.8057568706852,649.1290587020096,639.7653441417696,643.1743774414062,13999816,0.0,0.0,RELIANCE.NS
2020-02-12 00:00:00+05:30,644.679631625486,652.9586613166566,644.1704784219495,650.9442138671875,13533565,0.0,0.0,RELIANCE.NS
2020-02-13 00:00:00+05:30,654.2425190830581,654.2425190830581,647.5351617140617,652.648681640625,13565659,0.0,0.0,RELIANCE.NS
2020-02-14 00:00:00+05:30,654.0211332672268,664.7351604908735,643.3292122990302,658.6033935546875,21227841,0.0,0.0,RELIANCE.NS
2020-02-17 00:00:00+05:30,659.2232755570832,666.8160659264137,652.7151695262286,654.4639282226562,13149130,0.0,0.0,RELIANCE.NS
2020-02-18 00:00:00+05:30,653.4234843847449,653.4234843847449,645.2329979295588,649.6602783203125,11127161,0.0,0.0,RELIANCE.NS
2020-02-19 00:00:00+05:30,654.9508378960957,666.9488011766098,653.0692645527027,665.7755737304688,14084409,0.0,0.0,RELIANCE.NS
2020-02-20 00:00:00+05:30,662.765086738009,667.6350833068134,656.9210553908606,657.8729248046875,16892268,0.0,0.0,RELIANCE.NS
2020-02-24 00:00:00+05:30,650.700727688628,653.9105091083565,637.3303425186909,639.7210693359375,21370214,0.0,0.0,RELIANCE.NS
2020-02-25 00:00:00+05:30,642.5766585358623,642.5766585358623,624.247674675182,627.0811767578125,27745062,0.0,0.0,RELIANCE.NS
2020-02-26 00:00:00+05:30,624.2476314232983,625.2880440438245,614.2198435406649,616.2785034179688,29362748,0.0,0.0,RELIANCE.NS
2020-02-27 00:00:00+05:30,614.5075729064911,617.0754450460197,606.0957287930376,613.7328491210938,25054993,0.0,0.0,RELIANCE.NS
2020-02-28 00:00:00+05:30,599.8531913662875,600.7829543852383,586.6156238878923,588.2315673828125,39315769,0.0,0.0,RELIANCE.NS
2020-03-02 00:00:00+05:30,599.9417474155873,606.0956793306227,576.0344247154097,582.697509765625,29500495,0.0,0.0,RELIANCE.NS
2020-03-03 00:00:00+05:30,588.6965058997247,599.4105332629875,585.2874730128356,594.5183715820312,27398798,0.0,0.0,RELIANCE.NS
2020-03-04 00:00:00+05:30,598.569365708765,599.3662548437384,579.0449908255664,593.123779296875,22105261,0.0,0.0,RELIANCE.NS
2020-03-05 00:00:00+05:30,598.6578879350543,601.2035945772149,578.2038097789247,580.48388671875,30510390,0.0,0.0,RELIANCE.NS
2020-03-06 00:00:00+05:30,562.2656577717837,570.301223723697,549.4708034531263,562.7083740234375,33734039,0.0,0.0,RELIANCE.NS
2020-03-09 00:00:00+05:30,549.0057954759045,549.4264053719899,484.78801517074936,493.2662658691406,88187018,0.0,0.0,RELIANCE.NS
2020-03-11 00:00:00+05:30,490.5435250259448,521.7337677060386,490.5435250259448,510.7098388671875,59578576,0.0,0.0,RELIANCE.NS
2020-03-12 00:00:00+05:30,480.3607792600506,487.44441562500117,464.2897086973291,470.6207275390625,55970485,0.0,0.0,RELIANCE.NS
2020-03-13 00:00:00+05:30,441.84336636312634,504.7108412495258,417.22766541301024,489.3481750488281,73297403,0.0,0.0,RELIANCE.NS
2020-03-16 00:00:00+05:30,469.5360394693724,478.0142908713417,444.9424460178099,449.6796569824219,38482258,0.0,0.0,RELIANCE.NS
2020-03-17 00:00:00+05:30,463.6477121371062,469.2925205367864,444.1455331933323,446.2706298828125,45445979,0.0,0.0,RELIANCE.NS
2020-03-18 00:00:00+05:30,453.92985644054284,458.62279584701065,425.46240732864567,428.7828674316406,44730415,0.0,0.0,RELIANCE.NS
2020-03-19 00:00:00+05:30,407.3547847475369,428.1187653223778,395.00264828919177,406.292236328125,61404010,0.0,0.0,RELIANCE.NS
2020-03-20 00:00:00+05:30,415.94372104262186,458.1800582354154,411.73779892672695,450.6758117675781,63360475,0.0,0.0,RELIANCE.NS
2020-03-23 00:00:00+05:30,405.62815015399167,420.59240147027464,387.67550529040426,391.3944396972656,40670949,0.0,0.0,RELIANCE.NS
2020-03-24 00:00:00+05:30,411.73780514528426,429.44695583027783,396.5964971209078,417.6703796386719,45734887,0.0,0.0,RELIANCE.NS
2020-03-25 00:00:00+05:30,426.70206640003846,509.82437094842487,426.45857248052766,479.1432800292969,73130298,0.0,0.0,RELIANCE.NS
2020-03-26 00:00:00+05:30,485.14222838936126,494.48380590956333,461.47836848137433,472.0374450683594,45744488,0.0,0.0,RELIANCE.NS
2020-03-27 00:00:00+05:30,484.7880916416188,490.2336489117074,463.1829194952817,471.7718505859375,41657940,0.0,0.0,RELIANCE.NS
2020-03-30 00:00:00+05:30,460.7036478007467,475.8449562065419,451.5834277275455,456.2099304199219,30229866,0.0,0.0,RELIANCE.NS
2020-03-31 00:00:00+05:30,475.46862629389153,500.19500570297146,463.979815857769,493.0892333984375,44292810,0.0,0.0,RELIANCE.NS
2020-04-01 00:00:00+05:30,496.8523824796141,497.89279504218405,462.7401555555915,478.3463439941406,41597459,0.0,0.0,RELIANCE.NS
2020-04-03 00:00:00+05:30,502.253719861239,502.253719861239,467.6544444719659,477.0181579589844,41367807,0.0,0.0,RELIANCE.NS
2020-04-07 00:00:00+05:30,487.93140835589065,537.4727365596433,487.00167484974,533.9752197265625,54373624,0.0,0.0,RELIANCE.NS
2020-04-08 00:00:00+05:30,522.4199839811729,544.113726838039,513.5654240106809,527.7991333007812,49880330,0.0,0.0,RELIANCE.NS
2020-04-09 00:00:00+05:30,537.4727447291366,545.7960452404109,528.1754686339458,540.1069946289062,33032857,0.0,0.0,RELIANCE.NS
2020-04-13 00:00:00+05:30,533.0233853361138,537.9155470796832,522.4200073311041,526.4710083007812,23673784,0.0,0.0,RELIANCE.NS
2020-04-15 00:00:00+05:30,529.9685113194868,547.2128091422328,506.0390217795222,509.07171630859375,35321842,0.0,0.0,RELIANCE.NS
2020-04-16 00:00:00+05:30,509.07166333603163,525.7182630229393,506.92446050813464,517.1293334960938,37455706,0.0,0.0,RELIANCE.NS
2020-04-17 00:00:00+05:30,538.3582965484077,544.5565010093771,528.0205476225696,541.9000854492188,33269335,0.0,0.0,RELIANCE.NS
2020-04-20 00:00:00+05:30,542.7855528259986,556.5101098089967,532.1600683816126,550.6661376953125,36030932,0.0,0.0,RELIANCE.NS
